Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_Cust_new
1,10.0,2.0,2.0,2.0,2.0,10.0,12.5,12.5,12.5,16.0,21.0,13.0,21.0,18.0,6.0,10.0,8.0,N,0,39.0,M,U,52780.0,other
0,,2.0,29.0,1.0,14.0,10.0,10.0,7.9,10.0,18.0,123.0,14.0,34.0,78.0,5.0,14.0,30.0,A,1,80.0,F,H,52780.0,A
0,,2.0,2.0,2.0,2.0,20.0,17.0,17.0,17.0,22.0,29.0,10.0,23.0,22.0,4.0,10.0,9.0,A,0,58.0,M,H,52780.0,A
0,,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,70.0,M,H,52780.0,other
1,3.0,7.0,20.0,5.0,9.0,3.0,3.86,4.1,3.8,15.0,79.0,10.0,29.0,52.0,4.0,13.0,22.0,S,1,70.0,F,H,42523.0,S
1,3.0,12.0,44.0,6.0,21.0,2.0,3.25,2.8,3.0,15.0,113.0,11.0,30.0,71.0,5.0,16.0,30.0,S,1,17.0,F,H,42523.0,S
1,7.0,5.0,18.0,3.0,13.0,10.0,5.6,4.72,5.0,18.0,128.0,13.0,33.0,68.0,6.0,17.0,30.0,S,1,84.0,M,H,42523.0,S
0,,3.0,23.0,2.0,12.0,10.0,11.0,10.7,10.5,17.0,126.0,13.0,30.0,75.0,6.0,14.0,30.0,S,1,46.0,F,H,34939.0,S
0,,4.0,4.0,2.0,2.0,20.0,15.5,15.5,15.0,18.0,31.0,12.0,27.0,24.0,6.0,13.0,11.0,A,0,69.0,M,H,34939.0,A
0,,5.0,10.0,2.0,5.0,12.0,10.4,8.9,10.0,19.0,57.0,14.0,36.0,50.0,6.0,17.0,21.0,S,1,76.0,M,H,46722.0,S
0,,1.0,10.0,0.0,0.0,15.0,15.0,11.0,,25.0,94.0,10.0,30.0,61.0,5.0,5.0,23.0,A,0,,F,U,48522.0,A
0,,6.0,13.0,2.0,6.0,20.0,17.17,14.0,20.0,18.0,119.0,14.0,36.0,67.0,6.0,17.0,30.0,A,1,83.0,F,U,48522.0,A
0,,1.0,8.0,1.0,4.0,20.0,20.0,13.5,20.0,17.0,104.0,13.0,32.0,66.0,6.0,15.0,27.0,A,0,49.0,U,H,33250.0,A
1,10.0,0.0,1.0,0.0,0.0,15.0,0.0,15.0,,23.0,23.0,5.0,5.0,10.0,2.0,2.0,4.0,N,0,75.0,F,H,32042.0,other
0,,4.0,4.0,3.0,3.0,9.0,8.0,8.0,9.67,16.0,28.0,13.0,24.0,25.0,5.0,10.0,9.0,A,1,41.0,F,H,32042.0,A
0,,2.0,7.0,0.0,4.0,15.0,14.5,9.43,,18.0,114.0,13.0,29.0,59.0,6.0,6.0,27.0,A,0,62.0,F,U,0.0,A
0,,2.0,2.0,2.0,2.0,40.0,25.0,25.0,25.0,17.0,28.0,13.0,27.0,24.0,6.0,13.0,11.0,A,0,45.0,F,H,32042.0,A
1,16.0,4.0,20.0,4.0,12.0,17.0,15.5,10.7,15.5,21.0,113.0,14.0,35.0,83.0,6.0,17.0,31.0,S,1,48.0,M,H,29808.0,S
1,11.0,4.0,15.0,1.0,9.0,11.0,10.5,10.4,11.0,18.0,93.0,14.0,35.0,70.0,6.0,17.0,26.0,A,1,86.0,M,H,36169.0,A
1,10.0,3.0,23.0,2.0,13.0,10.0,8.33,7.26,7.5,15.0,128.0,12.0,31.0,77.0,5.0,13.0,30.0,S,1,49.0,F,H,37016.0,S
1,20.0,2.0,2.0,0.0,0.0,20.0,20.0,20.0,,18.0,32.0,10.0,24.0,22.0,4.0,4.0,9.0,A,0,63.0,F,H,52147.0,A
0,,3.0,4.0,1.0,1.0,10.0,7.67,6.75,3.0,19.0,29.0,13.0,26.0,24.0,6.0,12.0,10.0,A,0,27.0,F,U,0.0,A
0,,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,16.0,16.0,11.0,16.0,13.0,5.0,7.0,6.0,F,0,51.0,M,H,62830.0,other
0,,2.0,2.0,2.0,2.0,25.0,17.5,17.5,17.5,17.0,28.0,13.0,25.0,23.0,6.0,13.0,11.0,A,0,73.0,M,U,0.0,A
1,15.0,3.0,27.0,3.0,13.0,10.0,10.0,8.3,10.0,6.0,123.0,29.0,49.0,101.0,6.0,16.0,35.0,A,1,83.0,F,H,62830.0,A
0,,2.0,5.0,0.0,1.0,24.0,23.0,15.2,,18.0,78.0,13.0,34.0,48.0,6.0,6.0,20.0,A,0,,U,U,62830.0,A
1,2.0,5.0,17.0,3.0,12.0,2.0,4.0,3.12,4.33,17.0,88.0,12.0,28.0,56.0,5.0,12.0,21.0,S,1,51.0,F,H,41607.0,S
1,3.0,7.0,12.0,5.0,6.0,3.0,3.14,2.92,3.2,17.0,41.0,26.0,43.0,51.0,6.0,15.0,16.0,A,1,68.0,M,H,41607.0,A
1,13.0,5.0,10.0,3.0,5.0,8.0,6.6,5.5,6.67,19.0,44.0,12.0,31.0,38.0,6.0,16.0,16.0,S,1,65.0,F,U,62781.0,S
0,,3.0,4.0,1.0,1.0,15.0,7.67,8.25,5.0,17.0,36.0,13.0,34.0,33.0,6.0,16.0,14.0,A,0,,F,U,62781.0,A
0,,2.0,3.0,1.0,1.0,10.0,9.0,9.33,8.0,15.0,17.0,11.0,15.0,14.0,5.0,7.0,6.0,N,0,,M,U,0.0,other
0,,4.0,12.0,2.0,6.0,10.0,9.5,6.08,9.0,16.0,127.0,12.0,29.0,68.0,5.0,12.0,27.0,A,0,55.0,M,H,39314.0,A
1,10.0,1.0,11.0,0.0,7.0,20.0,20.0,14.82,,26.0,113.0,10.0,31.0,68.0,5.0,5.0,27.0,A,1,61.0,M,H,46777.0,A
1,10.0,2.0,28.0,1.0,14.0,13.0,13.0,12.42,13.0,20.0,113.0,12.0,33.0,82.0,5.0,15.0,29.0,A,1,47.0,M,U,0.0,A
1,38.0,12.0,45.0,9.0,24.0,20.0,20.67,13.51,21.0,16.0,129.0,13.0,33.0,87.0,5.0,16.0,34.0,S,1,47.0,F,H,56969.0,S
1,10.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,20.0,20.0,8.0,14.0,13.0,3.0,6.0,5.0,F,0,23.0,M,U,46002.0,other
0,,1.0,16.0,1.0,12.0,10.0,10.0,16.06,10.0,18.0,122.0,13.0,28.0,75.0,5.0,11.0,27.0,A,1,62.0,F,H,40708.0,A
0,,3.0,10.0,1.0,5.0,10.0,11.33,9.0,12.0,19.0,93.0,13.0,33.0,63.0,6.0,15.0,24.0,S,1,51.0,F,H,40708.0,S
1,30.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,17.0,17.0,11.0,16.0,14.0,5.0,7.0,6.0,F,0,65.0,M,H,56250.0,other
0,,3.0,7.0,1.0,3.0,20.0,20.0,16.43,20.0,19.0,86.0,15.0,36.0,56.0,6.0,16.0,23.0,A,0,70.0,M,U,0.0,A
0,,2.0,2.0,1.0,1.0,20.0,12.5,12.5,20.0,20.0,28.0,10.0,22.0,21.0,4.0,9.0,8.0,A,0,27.0,M,U,0.0,A
1,17.0,7.0,8.0,4.0,5.0,12.0,10.71,10.0,11.25,17.0,41.0,14.0,31.0,37.0,6.0,16.0,15.0,S,1,,M,U,0.0,S
1,26.0,1.0,5.0,0.0,2.0,26.0,26.0,16.0,,16.0,76.0,11.0,28.0,46.0,5.0,5.0,18.0,A,0,27.0,F,H,38906.0,A
0,,2.0,4.0,1.0,1.0,20.0,22.5,23.75,25.0,16.0,28.0,20.0,32.0,34.0,3.0,9.0,10.0,A,0,17.0,M,H,61132.0,A
1,20.0,5.0,26.0,4.0,16.0,7.0,8.4,9.58,9.25,22.0,124.0,13.0,32.0,77.0,6.0,16.0,31.0,S,1,84.0,M,H,68869.0,S
1,17.0,1.0,6.0,0.0,3.0,17.0,17.0,14.33,,15.0,75.0,14.0,32.0,55.0,5.0,5.0,20.0,A,1,74.0,F,H,68869.0,A
1,4.0,7.0,8.0,4.0,4.0,4.0,4.14,4.0,4.0,21.0,32.0,11.0,27.0,27.0,6.0,14.0,12.0,A,1,37.0,M,U,68869.0,A
0,,1.0,1.0,1.0,1.0,50.0,50.0,50.0,50.0,17.0,17.0,11.0,16.0,14.0,5.0,7.0,6.0,F,0,23.0,F,U,27793.0,other
0,,1.0,6.0,0.0,3.0,15.0,15.0,9.67,,26.0,111.0,9.0,28.0,56.0,4.0,4.0,24.0,A,0,45.0,F,H,27793.0,A
0,,4.0,4.0,2.0,2.0,10.0,8.75,8.75,7.5,16.0,27.0,14.0,27.0,24.0,6.0,12.0,10.0,A,1,35.0,F,U,44248.0,A
0,,1.0,11.0,0.0,8.0,18.0,18.0,9.55,,24.0,115.0,10.0,29.0,72.0,5.0,5.0,30.0,A,1,45.0,F,U,0.0,A
1,20.0,2.0,2.0,1.0,1.0,20.0,15.0,15.0,10.0,18.0,33.0,10.0,25.0,23.0,4.0,10.0,9.0,A,0,65.0,M,H,32229.0,A
1,25.0,1.0,6.0,1.0,5.0,25.0,25.0,16.33,25.0,17.0,105.0,14.0,32.0,63.0,6.0,15.0,26.0,A,1,40.0,M,H,32229.0,A
0,,8.0,24.0,6.0,11.0,5.0,7.5,5.96,7.17,18.0,57.0,13.0,33.0,54.0,6.0,16.0,21.0,S,1,41.0,F,H,40290.0,S
0,,4.0,40.0,3.0,16.0,11.0,10.75,9.6,11.0,21.0,130.0,17.0,36.0,104.0,7.0,18.0,36.0,S,1,80.0,F,H,40290.0,S
1,13.0,5.0,21.0,2.0,13.0,10.0,14.4,11.19,10.0,21.0,128.0,13.0,32.0,78.0,6.0,16.0,32.0,S,1,71.0,F,H,47750.0,S
0,,8.0,10.0,3.0,5.0,10.0,8.0,7.2,8.33,16.0,52.0,14.0,35.0,41.0,6.0,16.0,16.0,A,1,7.0,M,H,60584.0,A
1,15.0,2.0,7.0,1.0,4.0,10.0,15.0,7.86,20.0,16.0,77.0,13.0,28.0,48.0,5.0,11.0,17.0,A,0,43.0,F,U,60584.0,A
0,,1.0,3.0,0.0,1.0,20.0,20.0,10.0,,26.0,81.0,10.0,21.0,29.0,4.0,4.0,11.0,A,0,55.0,M,H,40032.0,A
1,12.0,10.0,30.0,5.0,11.0,12.0,10.0,9.73,10.0,4.0,87.0,27.0,48.0,83.0,11.0,21.0,31.0,A,1,79.0,M,U,40032.0,A
1,10.0,4.0,13.0,2.0,6.0,4.0,12.0,10.15,12.0,18.0,122.0,16.0,37.0,73.0,6.0,16.0,29.0,S,1,80.0,M,H,43600.0,S
0,,11.0,34.0,8.0,16.0,2.0,1.55,1.5,1.75,16.0,105.0,11.0,27.0,55.0,6.0,16.0,26.0,S,1,87.0,M,U,0.0,S
0,,3.0,6.0,1.0,2.0,20.0,17.33,12.67,18.0,18.0,53.0,13.0,34.0,44.0,6.0,16.0,18.0,A,0,51.0,F,H,55378.0,A
1,25.0,2.0,8.0,2.0,4.0,20.0,15.0,9.25,15.0,16.0,68.0,14.0,31.0,54.0,6.0,14.0,19.0,A,0,27.0,U,H,59874.0,A
1,5.0,7.0,8.0,4.0,4.0,5.0,4.43,4.25,4.5,17.0,29.0,12.0,25.0,25.0,6.0,12.0,10.0,A,1,73.0,F,H,59874.0,A
0,,5.0,6.0,3.0,4.0,15.0,11.8,10.83,10.67,20.0,42.0,12.0,31.0,34.0,6.0,15.0,14.0,A,0,69.0,F,H,72385.0,A
0,,3.0,32.0,3.0,17.0,15.0,10.33,6.91,10.33,21.0,124.0,13.0,31.0,78.0,6.0,16.0,32.0,A,1,68.0,F,U,0.0,A
1,20.0,2.0,10.0,1.0,4.0,16.0,16.0,13.7,16.0,25.0,65.0,11.0,32.0,54.0,6.0,16.0,22.0,A,0,67.0,M,H,91874.0,A
1,8.0,5.0,8.0,3.0,4.0,10.0,8.8,7.75,8.67,17.0,41.0,14.0,35.0,40.0,6.0,16.0,15.0,A,1,39.0,F,U,103549.0,A
0,,2.0,9.0,0.0,2.0,30.0,27.5,23.33,,15.0,112.0,13.0,33.0,61.0,6.0,6.0,28.0,A,0,,M,H,40723.0,A
0,,1.0,16.0,0.0,8.0,10.0,10.0,8.13,,26.0,130.0,9.0,26.0,66.0,4.0,4.0,27.0,A,1,76.0,M,U,0.0,A
0,,11.0,17.0,7.0,11.0,20.0,30.27,29.0,31.0,15.0,57.0,31.0,51.0,79.0,6.0,17.0,22.0,A,1,63.0,M,H,40208.0,A
1,4.0,6.0,7.0,4.0,4.0,4.0,4.17,4.14,4.0,18.0,33.0,11.0,28.0,26.0,6.0,14.0,12.0,A,1,73.0,F,H,41999.0,A
0,,4.0,5.0,2.0,3.0,15.0,11.25,9.6,12.5,15.0,41.0,12.0,30.0,31.0,5.0,13.0,13.0,A,0,38.0,M,H,41999.0,A
1,4.0,10.0,26.0,5.0,13.0,4.0,4.6,4.11,4.0,15.0,124.0,11.0,33.0,73.0,6.0,17.0,31.0,S,1,64.0,M,H,46332.0,S
0,,4.0,4.0,3.0,3.0,10.0,7.5,7.5,6.67,18.0,29.0,13.0,26.0,24.0,6.0,12.0,10.0,A,1,69.0,F,H,36364.0,A
0,,4.0,6.0,3.0,4.0,12.0,10.75,9.17,11.33,21.0,45.0,12.0,28.0,33.0,6.0,14.0,14.0,A,1,59.0,M,H,70410.0,A
1,5.0,3.0,14.0,1.0,6.0,10.0,14.0,9.69,14.0,18.0,111.0,13.0,34.0,66.0,6.0,16.0,27.0,A,0,41.0,F,H,49518.0,A
0,,2.0,6.0,2.0,4.0,15.0,13.5,10.5,13.5,23.0,52.0,12.0,22.0,27.0,5.0,10.0,12.0,A,0,81.0,M,H,76873.0,A
1,10.0,2.0,2.0,1.0,1.0,25.0,22.5,22.5,20.0,26.0,33.0,11.0,29.0,27.0,5.0,13.0,11.0,A,0,46.0,F,H,76873.0,A
0,,6.0,18.0,4.0,10.0,10.0,8.83,7.22,8.25,20.0,80.0,13.0,32.0,63.0,6.0,16.0,24.0,S,1,58.0,F,H,76873.0,S
1,15.0,3.0,7.0,3.0,7.0,15.0,15.0,13.71,15.0,20.0,92.0,13.0,34.0,62.0,6.0,16.0,24.0,A,1,75.0,M,H,38794.0,A
1,20.0,4.0,5.0,2.0,2.0,10.0,12.5,11.0,15.0,20.0,40.0,12.0,32.0,34.0,6.0,15.0,14.0,A,0,,F,U,61343.0,A
0,,1.0,4.0,0.0,2.0,30.0,30.0,14.75,,26.0,83.0,5.0,17.0,27.0,2.0,2.0,8.0,A,0,72.0,F,U,0.0,A
0,,1.0,1.0,0.0,0.0,50.0,50.0,50.0,,16.0,16.0,12.0,17.0,14.0,5.0,5.0,6.0,F,0,63.0,F,H,71392.0,other
0,,3.0,10.0,2.0,7.0,13.0,12.33,8.4,12.0,18.0,105.0,15.0,34.0,63.0,6.0,15.0,27.0,A,1,75.0,F,H,71392.0,A
0,,4.0,6.0,2.0,4.0,12.0,11.0,9.33,11.0,18.0,44.0,9.0,22.0,27.0,4.0,10.0,10.0,A,1,27.0,M,H,71392.0,A
0,,7.0,9.0,5.0,6.0,10.0,8.14,7.44,8.4,17.0,41.0,16.0,35.0,39.0,6.0,15.0,14.0,A,1,,M,H,68219.0,A
1,20.0,7.0,24.0,5.0,9.0,15.0,13.14,11.46,14.0,17.0,110.0,30.0,48.0,98.0,6.0,17.0,33.0,S,1,78.0,M,H,42295.0,S
0,,2.0,2.0,2.0,2.0,25.0,25.0,25.0,25.0,17.0,24.0,13.0,23.0,21.0,6.0,11.0,9.0,N,0,57.0,F,H,42295.0,other
1,75.0,1.0,1.0,1.0,1.0,50.0,50.0,50.0,50.0,24.0,24.0,11.0,22.0,20.0,6.0,11.0,9.0,N,0,67.0,M,U,52974.0,other
1,10.0,4.0,15.0,3.0,10.0,11.0,10.75,9.0,10.67,4.0,68.0,10.0,18.0,33.0,4.0,8.0,14.0,E,1,75.0,M,U,59226.0,other
1,25.0,3.0,12.0,3.0,9.0,20.0,18.0,11.67,18.0,25.0,130.0,11.0,31.0,62.0,6.0,17.0,30.0,A,1,87.0,F,H,42429.0,A
1,25.0,2.0,9.0,0.0,3.0,20.0,20.0,17.89,,15.0,81.0,13.0,34.0,62.0,6.0,6.0,23.0,A,1,81.0,F,U,0.0,A
1,23.0,2.0,9.0,0.0,1.0,15.0,19.0,15.0,,17.0,68.0,13.0,32.0,54.0,6.0,6.0,21.0,A,0,51.0,F,H,40925.0,A
0,,1.0,7.0,0.0,3.0,20.0,20.0,13.86,,18.0,85.0,13.0,32.0,59.0,6.0,6.0,23.0,A,0,37.0,M,H,51926.0,A
1,24.0,4.0,19.0,2.0,9.0,24.0,24.5,17.89,24.5,16.0,106.0,4.0,12.0,40.0,2.0,6.0,19.0,E,0,,F,U,0.0,other
1,5.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,16.0,18.0,18.0,10.0,15.0,12.0,4.0,6.0,5.0,F,0,,F,U,0.0,other
0,,1.0,3.0,0.0,2.0,15.0,15.0,10.33,,22.0,67.0,10.0,17.0,22.0,4.0,4.0,9.0,A,0,38.0,M,H,63202.0,A
0,,4.0,14.0,3.0,8.0,8.0,8.25,6.71,7.67,21.0,76.0,10.0,29.0,53.0,5.0,15.0,21.0,A,1,51.0,F,U,0.0,A
0,,2.0,3.0,1.0,1.0,25.0,17.5,13.33,10.0,18.0,40.0,13.0,31.0,32.0,6.0,14.0,13.0,A,0,45.0,M,H,35446.0,A
0,,4.0,5.0,3.0,3.0,6.25,6.25,7.0,6.25,19.0,32.0,14.0,28.0,27.0,6.0,12.0,10.0,A,0,,F,U,35446.0,A
0,,2.0,12.0,0.0,4.0,25.0,25.0,13.33,,18.0,68.0,13.0,35.0,56.0,6.0,6.0,23.0,S,1,79.0,M,H,35446.0,S
1,25.0,3.0,15.0,1.0,9.0,25.0,35.0,15.2,30.0,18.0,124.0,13.0,35.0,78.0,6.0,17.0,33.0,S,1,42.0,F,H,36946.0,S
0,,6.0,26.0,4.0,11.0,14.0,14.33,11.77,14.5,5.0,75.0,31.0,50.0,90.0,7.0,18.0,26.0,S,1,,M,U,0.0,S
0,,9.0,22.0,5.0,10.0,5.0,4.78,4.64,4.4,15.0,88.0,15.0,37.0,62.0,6.0,17.0,26.0,A,1,54.0,F,H,36946.0,A
1,10.0,2.0,13.0,1.0,7.0,10.0,11.0,9.54,10.0,18.0,105.0,13.0,33.0,69.0,6.0,15.0,25.0,S,1,86.0,F,H,44404.0,S
0,,2.0,7.0,0.0,2.0,35.0,30.0,15.86,,17.0,75.0,15.0,37.0,59.0,6.0,6.0,23.0,A,0,71.0,F,U,0.0,A
1,15.0,3.0,8.0,1.0,3.0,16.0,14.67,10.0,16.0,17.0,65.0,13.0,27.0,46.0,6.0,12.0,16.0,A,0,73.0,F,H,43310.0,A
1,21.0,3.0,5.0,2.0,3.0,15.0,15.33,12.4,15.5,26.0,41.0,10.0,32.0,35.0,5.0,16.0,15.0,A,1,28.0,F,U,0.0,A
1,20.0,6.0,12.0,5.0,8.0,15.0,14.0,12.33,13.8,19.0,53.0,13.0,33.0,47.0,6.0,17.0,19.0,S,1,43.0,M,U,43310.0,S
1,5.0,4.0,18.0,1.0,13.0,8.0,7.75,6.06,6.0,15.0,127.0,9.0,24.0,57.0,4.0,10.0,23.0,S,1,76.0,M,H,43310.0,S
0,,2.0,15.0,1.0,6.0,25.0,22.5,11.13,25.0,17.0,80.0,15.0,37.0,67.0,6.0,17.0,27.0,A,1,60.0,M,U,0.0,A
0,,2.0,4.0,2.0,2.0,25.0,260.0,138.75,260.0,5.0,29.0,39.0,53.0,52.0,6.0,13.0,11.0,A,0,,F,U,0.0,A
1,10.0,3.0,6.0,2.0,5.0,10.0,10.0,8.33,10.0,21.0,43.0,6.0,14.0,18.0,2.0,6.0,8.0,E,0,,M,U,0.0,other
0,,4.0,20.0,1.0,10.0,6.0,6.5,5.2,6.0,21.0,128.0,10.0,31.0,71.0,5.0,15.0,31.0,A,1,72.0,M,H,64434.0,A
1,6.0,4.0,8.0,3.0,7.0,10.0,6.25,5.38,6.67,16.0,53.0,14.0,33.0,44.0,6.0,14.0,17.0,S,1,36.0,M,H,64434.0,S
0,,3.0,8.0,0.0,2.0,7.0,8.0,6.38,,15.0,74.0,12.0,31.0,45.0,6.0,6.0,17.0,A,0,84.0,F,H,64434.0,A
1,10.0,2.0,11.0,1.0,5.0,17.0,17.0,11.55,17.0,19.0,113.0,15.0,30.0,65.0,6.0,13.0,25.0,A,0,74.0,M,H,69558.0,A
1,5.0,8.0,26.0,6.0,12.0,24.0,7.38,6.27,5.0,18.0,68.0,14.0,34.0,59.0,6.0,17.0,22.0,S,1,58.0,M,H,69558.0,S
1,21.0,2.0,6.0,0.0,2.0,15.0,15.0,12.33,,15.0,70.0,12.0,32.0,53.0,5.0,5.0,20.0,A,0,82.0,F,U,79524.0,A
0,,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,67.0,M,H,79524.0,other
1,17.0,6.0,7.0,1.0,1.0,15.0,12.17,10.86,17.0,18.0,38.0,14.0,34.0,35.0,6.0,15.0,13.0,S,1,56.0,F,U,76025.0,S
0,,4.0,6.0,1.0,2.0,15.0,9.25,7.5,6.0,20.0,40.0,12.0,31.0,35.0,6.0,16.0,15.0,A,0,49.0,M,H,76025.0,A
0,,0.0,11.0,0.0,4.0,25.0,0.0,17.18,,14.0,67.0,36.0,36.0,83.0,5.0,5.0,20.0,A,1,73.0,M,H,0.0,A
1,20.0,6.0,20.0,4.0,11.0,24.0,19.0,12.5,19.75,22.0,124.0,13.0,35.0,65.0,6.0,17.0,30.0,S,1,65.0,F,H,0.0,S
0,,2.0,11.0,0.0,7.0,21.0,19.0,11.75,,25.0,118.0,11.0,32.0,70.0,6.0,6.0,32.0,A,1,79.0,F,H,55882.0,A
0,,1.0,7.0,0.0,4.0,6.0,15.0,11.29,,16.0,79.0,13.0,32.0,53.0,6.0,6.0,21.0,A,1,78.0,M,H,55882.0,A
1,20.0,6.0,13.0,4.0,8.0,20.0,19.67,19.31,20.75,7.0,64.0,27.0,49.0,85.0,11.0,22.0,31.0,A,1,52.0,M,H,55882.0,A
1,20.0,1.0,9.0,0.0,5.0,20.0,20.0,11.0,,18.0,69.0,13.0,32.0,51.0,6.0,6.0,20.0,A,1,61.0,M,H,55882.0,A
1,15.0,2.0,7.0,1.0,4.0,15.0,13.0,10.43,11.0,20.0,87.0,14.0,31.0,42.0,4.0,11.0,15.0,A,0,68.0,M,U,0.0,A
0,,2.0,5.0,1.0,3.0,55.0,52.5,39.0,50.0,18.0,76.0,8.0,25.0,41.0,4.0,13.0,18.0,A,0,,F,U,33583.0,A
0,,4.0,4.0,3.0,3.0,15.0,12.5,12.5,11.67,17.0,24.0,13.0,23.0,23.0,6.0,11.0,9.0,N,1,85.0,M,U,0.0,other
0,,4.0,7.0,2.0,3.0,5.0,7.5,6.14,7.5,18.0,41.0,13.0,31.0,35.0,6.0,14.0,14.0,A,1,72.0,M,U,33581.0,A
0,,6.0,19.0,6.0,12.0,15.0,8.0,7.63,8.0,18.0,93.0,14.0,32.0,65.0,6.0,17.0,25.0,S,1,70.0,F,H,33581.0,S
0,,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,,F,H,64275.0,other
0,,7.0,25.0,4.0,10.0,10.0,10.57,9.08,10.5,18.0,74.0,28.0,49.0,80.0,6.0,17.0,25.0,S,1,,F,U,0.0,S
1,20.0,2.0,12.0,1.0,4.0,20.0,20.0,14.75,20.0,23.0,69.0,12.0,33.0,59.0,6.0,16.0,22.0,S,1,75.0,M,U,79249.0,S
0,,4.0,6.0,2.0,3.0,50.0,50.0,50.0,50.0,25.0,57.0,13.0,35.0,51.0,6.0,17.0,21.0,A,0,77.0,F,H,79249.0,A
1,10.0,6.0,12.0,3.0,6.0,11.0,9.67,7.17,11.0,16.0,115.0,11.0,25.0,43.0,5.0,11.0,15.0,A,1,79.0,U,U,44789.0,A
1,17.0,3.0,6.0,2.0,5.0,20.0,16.67,13.67,17.5,17.0,51.0,13.0,34.0,45.0,6.0,16.0,18.0,A,1,,F,U,0.0,A
1,25.0,1.0,1.0,0.0,0.0,15.0,15.0,15.0,,15.0,15.0,7.0,9.0,9.0,2.0,2.0,3.0,E,0,73.0,F,U,52299.0,other
1,10.0,2.0,8.0,2.0,4.0,20.0,15.0,13.75,15.0,6.0,81.0,27.0,42.0,76.0,6.0,13.0,20.0,A,0,47.0,M,H,52299.0,A
0,,1.0,9.0,0.0,5.0,25.0,25.0,11.44,,18.0,122.0,13.0,29.0,62.0,6.0,6.0,27.0,A,1,59.0,F,H,52299.0,A
0,,3.0,5.0,2.0,4.0,30.0,20.33,18.2,15.5,26.0,41.0,13.0,35.0,38.0,5.0,16.0,15.0,A,0,,F,U,0.0,A
0,,1.0,3.0,0.0,1.0,25.0,25.0,21.67,,18.0,52.0,13.0,27.0,37.0,6.0,6.0,16.0,A,0,56.0,M,H,48226.0,A
1,5.0,3.0,17.0,2.0,7.0,5.0,9.67,6.59,8.5,17.0,130.0,12.0,31.0,72.0,6.0,15.0,29.0,A,1,50.0,M,H,48226.0,A
0,,2.0,4.0,1.0,1.0,13.0,14.0,11.0,13.0,17.0,39.0,13.0,32.0,32.0,6.0,14.0,13.0,A,0,,M,U,0.0,A
1,30.0,1.0,5.0,0.0,3.0,30.0,30.0,28.0,,17.0,93.0,15.0,28.0,56.0,6.0,6.0,21.0,A,0,,U,U,0.0,A
1,10.0,3.0,14.0,1.0,10.0,10.0,9.0,7.21,10.0,18.0,120.0,15.0,34.0,68.0,6.0,14.0,28.0,S,1,71.0,F,H,66256.0,S
1,5.0,3.0,24.0,0.0,10.0,11.0,9.67,7.08,,19.0,110.0,10.0,25.0,64.0,4.0,4.0,24.0,S,1,75.0,F,U,66256.0,S
0,,1.0,3.0,0.0,1.0,15.0,15.0,10.33,,18.0,52.0,10.0,24.0,32.0,4.0,4.0,11.0,A,0,53.0,F,H,66256.0,A
0,,3.0,18.0,1.0,10.0,10.0,7.33,11.78,10.0,16.0,123.0,14.0,33.0,80.0,5.0,13.0,31.0,S,1,,M,H,66256.0,S
1,20.0,2.0,9.0,1.0,6.0,20.0,20.0,11.44,20.0,18.0,125.0,13.0,35.0,63.0,6.0,17.0,29.0,A,0,32.0,M,U,0.0,A
1,15.0,2.0,2.0,2.0,2.0,15.0,15.0,15.0,15.0,21.0,28.0,11.0,22.0,23.0,4.0,10.0,9.0,A,0,,M,U,0.0,A
0,,5.0,5.0,2.0,2.0,10.0,7.6,7.6,6.5,16.0,29.0,13.0,26.0,24.0,6.0,12.0,10.0,A,0,,M,H,32547.0,A
0,,1.0,8.0,1.0,4.0,15.0,15.0,8.38,15.0,17.0,113.0,7.0,15.0,31.0,2.0,6.0,12.0,A,1,76.0,M,H,56069.0,A
1,12.0,2.0,11.0,0.0,6.0,12.0,11.0,9.82,,20.0,102.0,13.0,33.0,64.0,6.0,6.0,26.0,A,1,75.0,F,U,0.0,A
1,8.0,7.0,8.0,3.0,4.0,10.0,7.71,7.38,8.0,16.0,45.0,16.0,33.0,38.0,6.0,14.0,14.0,A,0,45.0,F,U,51939.0,A
